Agente,Fecha,Hora,Tema,Respondido (S/N),Resuelto,Velocidad de respuesta en segundos,Duración promedio de la llamada,Calificación de satisfacción,Duración de la llamada,Duración de la llamada en minutos,NombreDia,NombreMes
Dan,2021-01-27,13,Payment related,Y,Y,27.0,00:02:37,3.0,157,2.62,Wednesday,January
Martha,2021-01-27,13,Admin Support,Y,Y,49.0,00:01:24,4.0,84,1.4,Wednesday,January
Joe,2021-01-27,13,Contract related,Y,Y,50.0,00:01:45,4.0,105,1.75,Wednesday,January
Greg,2021-01-27,13,Streaming,Y,Y,87.0,00:05:01,2.0,301,5.02,Wednesday,January
Jim,2021-01-27,14,Admin Support,Y,Y,87.0,00:06:34,3.0,394,6.57,Wednesday,January
Jim,2021-01-27,14,Payment related,Y,Y,15.0,00:05:58,3.0,358,5.97,Wednesday,January
Dan,2021-01-27,14,Technical Support,Y,Y,123.0,00:06:49,5.0,409,6.82,Wednesday,January
Becky,2021-01-27,14,Payment related,Y,Y,32.0,00:04:42,3.0,282,4.7,Wednesday,January
Stewart,2021-01-27,15,Payment related,Y,Y,10.0,00:01:25,5.0,85,1.42,Wednesday,January
Dan,2021-01-27,15,Admin Support,Y,Y,19.0,00:04:43,2.0,283,4.72,Wednesday,January
Becky,2021-01-27,15,Admin Support,Y,Y,10.0,00:06:04,5.0,364,6.07,Wednesday,January
Stewart,2021-01-27,15,Streaming,Y,Y,112.0,00:02:43,4.0,163,2.72,Wednesday,January
Becky,2021-01-27,15,Contract related,Y,N,10.0,00:03:42,4.0,222,3.7,Wednesday,January
Jim,2021-01-27,16,Admin Support,Y,Y,26.0,00:01:56,2.0,116,1.93,Wednesday,January
Martha,2021-01-27,16,Admin Support,Y,Y,96.0,00:06:29,4.0,389,6.48,Wednesday,January
Dan,2021-01-27,16,Payment related,Y,Y,99.0,00:04:22,3.0,262,4.37,Wednesday,January
Jim,2021-01-27,16,Admin Support,Y,Y,77.0,00:03:15,5.0,195,3.25,Wednesday,January
Joe,2021-01-27,16,Admin Support,Y,Y,16.0,00:05:21,4.0,321,5.35,Wednesday,January
Martha,2021-01-27,16,Contract related,Y,Y,100.0,00:02:43,4.0,163,2.72,Wednesday,January
Jim,2021-01-27,16,Contract related,Y,Y,27.0,00:05:09,3.0,309,5.15,Wednesday,January
Becky,2021-01-27,17,Payment related,Y,Y,31.0,00:04:27,1.0,267,4.45,Wednesday,January
Joe,2021-01-27,17,Contract related,Y,Y,33.0,00:06:32,2.0,392,6.53,Wednesday,January
Jim,2021-01-27,17,Streaming,Y,Y,107.0,00:03:07,4.0,187,3.12,Wednesday,January
Dan,2021-01-27,17,Payment related,Y,Y,77.0,00:06:04,3.0,364,6.07,Wednesday,January
Jim,2021-01-27,17,Streaming,Y,Y,28.0,00:03:04,5.0,184,3.07,Wednesday,January
Jim,2021-01-27,17,Contract related,Y,Y,93.0,00:00:56,4.0,56,0.93,Wednesday,January
Jim,2021-01-28,9,Streaming,Y,Y,46.0,00:04:27,5.0,267,4.45,Thursday,January
Joe,2021-01-28,9,Streaming,Y,Y,14.0,00:05:41,3.0,341,5.68,Thursday,January
Greg,2021-01-28,9,Admin Support,Y,Y,58.0,00:04:57,3.0,297,4.95,Thursday,January
Martha,2021-01-28,9,Payment related,Y,Y,61.0,00:05:16,3.0,316,5.27,Thursday,January
Martha,2021-01-28,9,Payment related,Y,Y,38.0,00:06:24,4.0,384,6.4,Thursday,January
Martha,2021-01-28,9,Payment related,Y,Y,39.0,00:05:36,3.0,336,5.6,Thursday,January
Stewart,2021-01-28,9,Technical Support,Y,Y,87.0,00:01:34,4.0,94,1.57,Thursday,January
Stewart,2021-01-28,9,Technical Support,Y,Y,26.0,00:01:55,2.0,115,1.92,Thursday,January
Greg,2021-01-28,10,Technical Support,Y,N,120.0,00:01:27,4.0,87,1.45,Thursday,January
Dan,2021-01-28,10,Payment related,Y,Y,123.0,00:01:57,4.0,117,1.95,Thursday,January
Diane,2021-01-28,10,Contract related,Y,Y,48.0,00:01:31,3.0,91,1.52,Thursday,January
Diane,2021-01-28,10,Streaming,Y,N,58.0,00:02:35,1.0,155,2.58,Thursday,January
Martha,2021-01-28,10,Contract related,Y,Y,90.0,00:04:45,3.0,285,4.75,Thursday,January
Dan,2021-01-28,10,Payment related,Y,Y,104.0,00:06:11,5.0,371,6.18,Thursday,January
Stewart,2021-01-28,11,Streaming,Y,Y,41.0,00:03:08,4.0,188,3.13,Thursday,January
Greg,2021-01-28,11,Technical Support,Y,Y,26.0,00:01:47,5.0,107,1.78,Thursday,January
Becky,2021-01-28,11,Payment related,Y,Y,66.0,00:05:44,4.0,344,5.73,Thursday,January
Becky,2021-01-28,11,Admin Support,Y,Y,65.0,00:01:51,5.0,111,1.85,Thursday,January
Becky,2021-01-28,11,Admin Support,Y,Y,22.0,00:05:02,3.0,302,5.03,Thursday,January
Joe,2021-01-28,11,Streaming,Y,N,96.0,00:03:54,1.0,234,3.9,Thursday,January
Diane,2021-01-28,11,Technical Support,Y,Y,101.0,00:04:45,4.0,285,4.75,Thursday,January
Becky,2021-01-28,11,Admin Support,Y,Y,124.0,00:01:38,4.0,98,1.63,Thursday,January
Dan,2021-01-28,11,Contract related,Y,Y,28.0,00:05:25,3.0,325,5.42,Thursday,January
Becky,2021-01-28,11,Contract related,Y,Y,90.0,00:03:49,3.0,229,3.82,Thursday,January
Martha,2021-01-28,12,Contract related,Y,Y,111.0,00:03:55,5.0,235,3.92,Thursday,January
Becky,2021-01-28,12,Streaming,Y,Y,123.0,00:00:41,4.0,41,0.68,Thursday,January
Dan,2021-01-28,13,Streaming,Y,Y,101.0,00:05:22,4.0,322,5.37,Thursday,January
Joe,2021-01-28,13,Admin Support,Y,Y,44.0,00:02:09,5.0,129,2.15,Thursday,January
Stewart,2021-01-28,13,Streaming,Y,Y,10.0,00:01:51,3.0,111,1.85,Thursday,January
Diane,2021-01-28,13,Streaming,Y,Y,45.0,00:03:26,1.0,206,3.43,Thursday,January
Stewart,2021-01-28,13,Technical Support,Y,Y,24.0,00:02:16,4.0,136,2.27,Thursday,January
Joe,2021-01-28,14,Payment related,Y,Y,70.0,00:05:53,1.0,353,5.88,Thursday,January
Martha,2021-01-28,14,Streaming,Y,Y,101.0,00:05:52,5.0,352,5.87,Thursday,January
Dan,2021-01-28,14,Streaming,Y,Y,23.0,00:03:16,3.0,196,3.27,Thursday,January
Joe,2021-01-28,14,Contract related,Y,N,86.0,00:03:51,3.0,231,3.85,Thursday,January
Dan,2021-01-28,14,Admin Support,Y,Y,25.0,00:02:15,2.0,135,2.25,Thursday,January
Jim,2021-01-28,14,Admin Support,Y,Y,46.0,00:02:57,4.0,177,2.95,Thursday,January
Diane,2021-01-28,14,Streaming,Y,Y,45.0,00:03:52,4.0,232,3.87,Thursday,January
Greg,2021-01-28,15,Technical Support,Y,Y,93.0,00:06:31,3.0,391,6.52,Thursday,January
Joe,2021-01-28,15,Payment related,Y,Y,61.0,00:02:01,1.0,121,2.02,Thursday,January
Jim,2021-01-28,16,Streaming,Y,Y,66.0,00:02:36,3.0,156,2.6,Thursday,January
Greg,2021-01-28,16,Contract related,Y,Y,29.0,00:04:35,3.0,275,4.58,Thursday,January
Greg,2021-01-28,16,Admin Support,Y,Y,67.0,00:06:42,2.0,402,6.7,Thursday,January
Dan,2021-01-28,16,Contract related,Y,Y,94.0,00:01:43,4.0,103,1.72,Thursday,January
Joe,2021-01-28,16,Streaming,Y,N,80.0,00:05:00,4.0,300,5.0,Thursday,January
Dan,2021-01-28,17,Payment related,Y,Y,27.0,00:03:16,4.0,196,3.27,Thursday,January
Dan,2021-01-28,17,Streaming,Y,Y,41.0,00:03:17,4.0,197,3.28,Thursday,January
Martha,2021-01-28,17,Technical Support,Y,Y,84.0,00:04:17,4.0,257,4.28,Thursday,January
Greg,2021-01-28,17,Contract related,Y,Y,121.0,00:01:57,4.0,117,1.95,Thursday,January
Diane,2021-01-28,17,Payment related,Y,Y,61.0,00:00:43,1.0,43,0.72,Thursday,January
Diane,2021-01-28,18,Payment related,Y,Y,54.0,00:06:11,2.0,371,6.18,Thursday,January
Stewart,2021-01-28,18,Streaming,Y,Y,82.0,00:05:46,5.0,346,5.77,Thursday,January
Greg,2021-01-29,9,Admin Support,Y,Y,55.0,00:03:08,4.0,188,3.13,Friday,January
Dan,2021-01-29,9,Payment related,Y,Y,87.0,00:01:09,5.0,69,1.15,Friday,January
Greg,2021-01-29,9,Admin Support,Y,Y,22.0,00:04:57,3.0,297,4.95,Friday,January
Dan,2021-01-29,9,Streaming,Y,Y,95.0,00:01:46,5.0,106,1.77,Friday,January
Dan,2021-01-29,9,Technical Support,Y,Y,23.0,00:06:15,4.0,375,6.25,Friday,January
Greg,2021-01-29,10,Admin Support,Y,Y,43.0,00:02:05,4.0,125,2.08,Friday,January
Joe,2021-01-29,10,Contract related,Y,Y,118.0,00:04:03,3.0,243,4.05,Friday,January
Jim,2021-01-29,10,Payment related,Y,Y,94.0,00:01:12,3.0,72,1.2,Friday,January
Diane,2021-01-29,10,Technical Support,Y,Y,59.0,00:04:55,4.0,295,4.92,Friday,January
Stewart,2021-01-29,10,Admin Support,Y,Y,92.0,00:03:13,5.0,193,3.22,Friday,January
Jim,2021-01-29,10,Technical Support,Y,Y,51.0,00:02:40,2.0,160,2.67,Friday,January
Greg,2021-01-29,11,Technical Support,Y,Y,11.0,00:04:23,5.0,263,4.38,Friday,January
Joe,2021-01-29,12,Payment related,Y,Y,62.0,00:02:21,1.0,141,2.35,Friday,January
Joe,2021-01-29,12,Technical Support,Y,Y,122.0,00:04:58,3.0,298,4.97,Friday,January
Dan,2021-01-29,12,Streaming,Y,Y,37.0,00:05:23,3.0,323,5.38,Friday,January
Stewart,2021-01-29,12,Payment related,Y,N,42.0,00:03:37,4.0,217,3.62,Friday,January
Diane,2021-01-29,12,Technical Support,Y,Y,112.0,00:04:29,3.0,269,4.48,Friday,January
Martha,2021-01-29,12,Payment related,Y,Y,98.0,00:03:09,4.0,189,3.15,Friday,January
Stewart,2021-01-29,12,Payment related,Y,Y,105.0,00:03:13,2.0,193,3.22,Friday,January
Diane,2021-01-29,12,Technical Support,Y,Y,78.0,00:03:03,5.0,183,3.05,Friday,January
Martha,2021-01-29,13,Contract related,Y,Y,68.0,00:00:45,4.0,45,0.75,Friday,January
Jim,2021-01-29,13,Contract related,Y,Y,17.0,00:05:47,3.0,347,5.78,Friday,January
Diane,2021-01-29,13,Admin Support,Y,Y,23.0,00:01:20,4.0,80,1.33,Friday,January
Diane,2021-01-29,13,Admin Support,Y,Y,39.0,00:01:09,1.0,69,1.15,Friday,January
Greg,2021-01-29,13,Contract related,Y,Y,102.0,00:04:45,3.0,285,4.75,Friday,January
Dan,2021-01-29,13,Admin Support,Y,N,75.0,00:05:30,3.0,330,5.5,Friday,January
Becky,2021-01-29,13,Contract related,Y,Y,14.0,00:02:10,4.0,130,2.17,Friday,January
Dan,2021-01-29,13,Payment related,Y,Y,77.0,00:02:36,3.0,156,2.6,Friday,January
Diane,2021-01-29,14,Streaming,Y,N,83.0,00:00:34,4.0,34,0.57,Friday,January
Dan,2021-01-29,14,Admin Support,Y,Y,65.0,00:05:13,5.0,313,5.22,Friday,January
Becky,2021-01-29,14,Contract related,Y,Y,23.0,00:00:45,4.0,45,0.75,Friday,January
Jim,2021-01-29,14,Streaming,Y,Y,34.0,00:03:54,3.0,234,3.9,Friday,January
Diane,2021-01-29,15,Technical Support,Y,Y,45.0,00:05:51,3.0,351,5.85,Friday,January
Diane,2021-01-29,15,Technical Support,Y,Y,29.0,00:04:48,3.0,288,4.8,Friday,January
Stewart,2021-01-29,15,Contract related,Y,Y,84.0,00:06:43,3.0,403,6.72,Friday,January
Joe,2021-01-29,15,Payment related,Y,N,105.0,00:02:23,3.0,143,2.38,Friday,January
Diane,2021-01-29,15,Payment related,Y,Y,75.0,00:04:18,2.0,258,4.3,Friday,January
Jim,2021-01-29,15,Contract related,Y,Y,20.0,00:06:53,3.0,413,6.88,Friday,January
Greg,2021-01-29,15,Admin Support,Y,Y,88.0,00:05:50,5.0,350,5.83,Friday,January
Stewart,2021-01-29,15,Technical Support,Y,Y,93.0,00:03:09,5.0,189,3.15,Friday,January
Dan,2021-01-29,15,Technical Support,Y,Y,65.0,00:01:48,3.0,108,1.8,Friday,January
Greg,2021-01-29,17,Payment related,Y,N,124.0,00:04:18,5.0,258,4.3,Friday,January
Martha,2021-01-29,17,Contract related,Y,Y,44.0,00:02:37,4.0,157,2.62,Friday,January
Greg,2021-01-29,17,Admin Support,Y,Y,28.0,00:00:39,4.0,39,0.65,Friday,January
Diane,2021-01-29,17,Streaming,Y,N,43.0,00:02:08,4.0,128,2.13,Friday,January
Stewart,2021-01-29,17,Admin Support,Y,Y,53.0,00:01:44,4.0,104,1.73,Friday,January
Diane,2021-01-30,9,Contract related,Y,Y,84.0,00:01:42,4.0,102,1.7,Saturday,January
Becky,2021-01-30,9,Payment related,Y,Y,84.0,00:04:58,5.0,298,4.97,Saturday,January
Dan,2021-01-30,9,Admin Support,Y,Y,12.0,00:05:56,5.0,356,5.93,Saturday,January
Jim,2021-01-30,9,Contract related,Y,Y,85.0,00:03:42,3.0,222,3.7,Saturday,January
Diane,2021-01-30,9,Streaming,Y,Y,124.0,00:01:01,4.0,61,1.02,Saturday,January
Becky,2021-01-30,9,Payment related,Y,N,92.0,00:02:01,5.0,121,2.02,Saturday,January
Stewart,2021-01-30,10,Technical Support,Y,Y,116.0,00:03:30,1.0,210,3.5,Saturday,January
Joe,2021-01-30,10,Streaming,Y,Y,118.0,00:02:46,2.0,166,2.77,Saturday,January
Greg,2021-01-30,10,Technical Support,Y,Y,99.0,00:02:32,2.0,152,2.53,Saturday,January
Joe,2021-01-30,10,Payment related,Y,Y,77.0,00:04:24,4.0,264,4.4,Saturday,January
Jim,2021-01-30,10,Technical Support,Y,Y,57.0,00:04:26,5.0,266,4.43,Saturday,January
Martha,2021-01-30,10,Streaming,Y,Y,113.0,00:02:34,3.0,154,2.57,Saturday,January
Becky,2021-01-30,10,Payment related,Y,Y,22.0,00:00:43,3.0,43,0.72,Saturday,January
Diane,2021-01-30,10,Payment related,Y,Y,20.0,00:04:58,4.0,298,4.97,Saturday,January
Jim,2021-01-30,11,Technical Support,Y,Y,23.0,00:05:59,5.0,359,5.98,Saturday,January
Jim,2021-01-30,11,Contract related,Y,Y,79.0,00:04:34,4.0,274,4.57,Saturday,January
Stewart,2021-01-30,11,Contract related,Y,N,94.0,00:06:56,5.0,416,6.93,Saturday,January
Jim,2021-01-30,11,Technical Support,Y,Y,118.0,00:02:13,4.0,133,2.22,Saturday,January
Martha,2021-01-30,11,Admin Support,Y,N,68.0,00:02:38,2.0,158,2.63,Saturday,January
Diane,2021-01-30,12,Streaming,Y,Y,53.0,00:01:24,3.0,84,1.4,Saturday,January
Stewart,2021-01-30,12,Admin Support,Y,Y,52.0,00:06:10,3.0,370,6.17,Saturday,January
Dan,2021-01-30,12,Payment related,Y,Y,13.0,00:05:51,3.0,351,5.85,Saturday,January
Diane,2021-01-30,12,Contract related,Y,Y,78.0,00:04:34,5.0,274,4.57,Saturday,January
Dan,2021-01-30,12,Contract related,Y,Y,32.0,00:02:05,4.0,125,2.08,Saturday,January
Martha,2021-01-30,12,Admin Support,Y,Y,13.0,00:02:03,4.0,123,2.05,Saturday,January
Greg,2021-01-30,12,Streaming,Y,N,91.0,00:04:01,3.0,241,4.02,Saturday,January
Jim,2021-01-30,12,Admin Support,Y,Y,41.0,00:01:28,3.0,88,1.47,Saturday,January
Becky,2021-01-30,12,Streaming,Y,Y,69.0,00:06:58,2.0,418,6.97,Saturday,January
Stewart,2021-01-30,12,Payment related,Y,Y,116.0,00:06:13,4.0,373,6.22,Saturday,January
Becky,2021-01-30,12,Payment related,Y,N,98.0,00:06:11,5.0,371,6.18,Saturday,January
Dan,2021-01-30,12,Payment related,Y,Y,16.0,00:04:08,1.0,248,4.13,Saturday,January
Martha,2021-01-30,12,Technical Support,Y,Y,43.0,00:01:54,1.0,114,1.9,Saturday,January
Dan,2021-01-30,13,Streaming,Y,Y,17.0,00:03:40,5.0,220,3.67,Saturday,January
Becky,2021-01-30,13,Technical Support,Y,Y,27.0,00:02:47,5.0,167,2.78,Saturday,January
Becky,2021-01-30,13,Admin Support,Y,Y,88.0,00:06:12,5.0,372,6.2,Saturday,January
Dan,2021-01-30,13,Technical Support,Y,N,45.0,00:06:50,4.0,410,6.83,Saturday,January
Joe,2021-01-30,14,Technical Support,Y,N,19.0,00:02:16,4.0,136,2.27,Saturday,January
Stewart,2021-01-30,14,Contract related,Y,Y,85.0,00:03:04,4.0,184,3.07,Saturday,January
Stewart,2021-01-30,14,Payment related,Y,N,122.0,00:03:36,3.0,216,3.6,Saturday,January
Becky,2021-01-30,14,Technical Support,Y,Y,78.0,00:05:41,2.0,341,5.68,Saturday,January
Joe,2021-01-30,14,Payment related,Y,N,68.0,00:01:05,2.0,65,1.08,Saturday,January
Greg,2021-01-30,14,Streaming,Y,Y,33.0,00:04:35,3.0,275,4.58,Saturday,January
Becky,2021-01-30,15,Payment related,Y,Y,19.0,00:05:57,1.0,357,5.95,Saturday,January
Martha,2021-01-30,15,Contract related,Y,Y,97.0,00:06:53,5.0,413,6.88,Saturday,January
Joe,2021-01-30,15,Payment related,Y,Y,33.0,00:01:19,2.0,79,1.32,Saturday,January
Martha,2021-01-30,15,Admin Support,Y,Y,124.0,00:04:48,5.0,288,4.8,Saturday,January
Stewart,2021-01-30,15,Admin Support,Y,Y,78.0,00:05:09,1.0,309,5.15,Saturday,January
Dan,2021-01-30,15,Technical Support,Y,Y,111.0,00:02:35,5.0,155,2.58,Saturday,January
Diane,2021-01-30,15,Contract related,Y,Y,27.0,00:03:37,5.0,217,3.62,Saturday,January
Dan,2021-01-30,15,Technical Support,Y,Y,18.0,00:04:41,3.0,281,4.68,Saturday,January
Greg,2021-01-30,15,Streaming,Y,Y,31.0,00:04:18,4.0,258,4.3,Saturday,January
Stewart,2021-01-30,16,Admin Support,Y,N,65.0,00:03:41,4.0,221,3.68,Saturday,January
Becky,2021-01-30,16,Technical Support,Y,Y,91.0,00:00:50,3.0,50,0.83,Saturday,January
Stewart,2021-01-30,16,Technical Support,Y,Y,71.0,00:01:27,2.0,87,1.45,Saturday,January
Stewart,2021-01-30,16,Contract related,Y,Y,78.0,00:04:26,3.0,266,4.43,Saturday,January
Jim,2021-01-30,16,Admin Support,Y,Y,107.0,00:03:17,3.0,197,3.28,Saturday,January
Dan,2021-01-30,16,Streaming,Y,Y,17.0,00:03:12,3.0,192,3.2,Saturday,January
Becky,2021-01-30,16,Contract related,Y,Y,53.0,00:03:40,1.0,220,3.67,Saturday,January
Diane,2021-01-30,17,Technical Support,Y,Y,49.0,00:06:33,5.0,393,6.55,Saturday,January
Greg,2021-01-30,17,Streaming,Y,Y,33.0,00:01:05,5.0,65,1.08,Saturday,January
Diane,2021-01-30,17,Streaming,Y,Y,103.0,00:03:39,2.0,219,3.65,Saturday,January
Greg,2021-01-30,17,Payment related,Y,Y,114.0,00:03:22,3.0,202,3.37,Saturday,January
Dan,2021-01-30,17,Streaming,Y,Y,38.0,00:06:51,2.0,411,6.85,Saturday,January
Stewart,2021-01-30,17,Contract related,Y,N,50.0,00:01:19,2.0,79,1.32,Saturday,January
Becky,2021-01-30,17,Contract related,Y,N,33.0,00:03:56,4.0,236,3.93,Saturday,January
Stewart,2021-01-30,17,Payment related,Y,Y,97.0,00:02:52,3.0,172,2.87,Saturday,January
Jim,2021-01-30,17,Streaming,Y,Y,20.0,00:05:07,5.0,307,5.12,Saturday,January
Dan,2021-01-31,9,Payment related,Y,N,100.0,00:06:22,5.0,382,6.37,Sunday,January
Becky,2021-01-31,9,Payment related,Y,Y,114.0,00:05:42,4.0,342,5.7,Sunday,January
Greg,2021-01-31,9,Payment related,Y,Y,27.0,00:03:12,3.0,192,3.2,Sunday,January
Joe,2021-01-31,9,Contract related,Y,Y,119.0,00:02:42,4.0,162,2.7,Sunday,January
Becky,2021-01-31,9,Technical Support,Y,Y,30.0,00:00:59,5.0,59,0.98,Sunday,January
Stewart,2021-01-31,9,Contract related,Y,Y,23.0,00:06:40,3.0,400,6.67,Sunday,January
Diane,2021-01-31,9,Contract related,Y,Y,32.0,00:06:00,1.0,360,6.0,Sunday,January
Diane,2021-01-31,9,Payment related,Y,N,67.0,00:00:58,1.0,58,0.97,Sunday,January
Becky,2021-01-31,9,Streaming,Y,Y,16.0,00:05:36,5.0,336,5.6,Sunday,January
Stewart,2021-01-31,9,Contract related,Y,Y,120.0,00:03:10,1.0,190,3.17,Sunday,January
Joe,2021-01-31,9,Payment related,Y,Y,73.0,00:05:43,2.0,343,5.72,Sunday,January
Joe,2021-01-31,11,Contract related,Y,Y,88.0,00:01:11,1.0,71,1.18,Sunday,January
Dan,2021-01-31,11,Payment related,Y,Y,79.0,00:01:21,5.0,81,1.35,Sunday,January
Joe,2021-01-31,11,Technical Support,Y,Y,42.0,00:01:40,5.0,100,1.67,Sunday,January
Diane,2021-01-31,11,Payment related,Y,Y,38.0,00:03:48,4.0,228,3.8,Sunday,January
Greg,2021-01-31,12,Payment related,Y,Y,102.0,00:03:48,3.0,228,3.8,Sunday,January
Dan,2021-01-31,12,Technical Support,Y,Y,112.0,00:06:43,3.0,403,6.72,Sunday,January
Jim,2021-01-31,12,Technical Support,Y,Y,107.0,00:03:14,1.0,194,3.23,Sunday,January
Stewart,2021-01-31,12,Contract related,Y,Y,93.0,00:02:39,5.0,159,2.65,Sunday,January
Diane,2021-01-31,12,Payment related,Y,Y,37.0,00:06:57,4.0,417,6.95,Sunday,January
Dan,2021-01-31,12,Technical Support,Y,Y,29.0,00:06:29,5.0,389,6.48,Sunday,January
Stewart,2021-01-31,12,Payment related,Y,N,17.0,00:03:49,5.0,229,3.82,Sunday,January
Dan,2021-01-31,12,Technical Support,Y,Y,28.0,00:06:11,4.0,371,6.18,Sunday,January
Dan,2021-01-31,12,Payment related,Y,Y,16.0,00:03:31,1.0,211,3.52,Sunday,January
Stewart,2021-01-31,12,Admin Support,Y,Y,123.0,00:06:18,2.0,378,6.3,Sunday,January
Jim,2021-01-31,14,Payment related,Y,Y,124.0,00:06:42,5.0,402,6.7,Sunday,January
Jim,2021-01-31,14,Payment related,Y,Y,18.0,00:06:16,1.0,376,6.27,Sunday,January
Becky,2021-01-31,14,Payment related,Y,Y,95.0,00:02:27,4.0,147,2.45,Sunday,January
Becky,2021-01-31,14,Streaming,Y,Y,17.0,00:05:25,3.0,325,5.42,Sunday,January
Stewart,2021-01-31,14,Payment related,Y,Y,75.0,00:00:33,3.0,33,0.55,Sunday,January
Joe,2021-01-31,14,Payment related,Y,Y,37.0,00:05:46,4.0,346,5.77,Sunday,January
Martha,2021-01-31,14,Streaming,Y,Y,36.0,00:01:26,3.0,86,1.43,Sunday,January
Diane,2021-01-31,15,Technical Support,Y,Y,113.0,00:02:32,1.0,152,2.53,Sunday,January
Diane,2021-01-31,15,Streaming,Y,Y,93.0,00:02:19,4.0,139,2.32,Sunday,January
Dan,2021-01-31,15,Technical Support,Y,Y,24.0,00:04:51,1.0,291,4.85,Sunday,January
Diane,2021-01-31,15,Streaming,Y,Y,92.0,00:02:28,3.0,148,2.47,Sunday,January
Dan,2021-01-31,15,Contract related,Y,Y,20.0,00:01:19,4.0,79,1.32,Sunday,January
Jim,2021-01-31,15,Admin Support,Y,Y,50.0,00:00:31,2.0,31,0.52,Sunday,January
Stewart,2021-01-31,16,Contract related,Y,Y,103.0,00:06:14,4.0,374,6.23,Sunday,January
Becky,2021-01-31,16,Contract related,Y,Y,81.0,00:03:26,2.0,206,3.43,Sunday,January
Stewart,2021-01-31,16,Streaming,Y,Y,48.0,00:03:57,5.0,237,3.95,Sunday,January
Dan,2021-01-31,16,Streaming,Y,Y,92.0,00:06:01,3.0,361,6.02,Sunday,January
Greg,2021-01-31,16,Streaming,Y,Y,95.0,00:05:01,3.0,301,5.02,Sunday,January
Becky,2021-01-31,16,Contract related,Y,Y,49.0,00:01:58,3.0,118,1.97,Sunday,January
Becky,2021-01-31,16,Contract related,Y,Y,58.0,00:04:42,5.0,282,4.7,Sunday,January
Diane,2021-01-31,17,Payment related,Y,Y,78.0,00:01:03,4.0,63,1.05,Sunday,January
Jim,2021-01-31,17,Admin Support,Y,Y,91.0,00:02:59,3.0,179,2.98,Sunday,January
Greg,2021-01-31,17,Technical Support,Y,Y,121.0,00:06:01,2.0,361,6.02,Sunday,January
Martha,2021-02-01,9,Admin Support,Y,Y,38.0,00:05:41,3.0,341,5.68,Monday,February
Becky,2021-02-01,9,Technical Support,Y,Y,44.0,00:02:15,2.0,135,2.25,Monday,February
Diane,2021-02-01,9,Contract related,Y,Y,64.0,00:03:09,3.0,189,3.15,Monday,February
Becky,2021-02-01,9,Payment related,Y,N,125.0,00:06:46,4.0,406,6.77,Monday,February
Martha,2021-02-01,9,Technical Support,Y,Y,47.0,00:01:25,4.0,85,1.42,Monday,February
Jim,2021-02-01,9,Admin Support,Y,Y,116.0,00:04:22,3.0,262,4.37,Monday,February
Diane,2021-02-01,10,Payment related,Y,Y,13.0,00:01:56,4.0,116,1.93,Monday,February
Greg,2021-02-01,10,Contract related,Y,Y,124.0,00:03:21,5.0,201,3.35,Monday,February
Greg,2021-02-01,10,Technical Support,Y,Y,46.0,00:02:10,5.0,130,2.17,Monday,February
Greg,2021-02-01,11,Technical Support,Y,Y,11.0,00:03:08,3.0,188,3.13,Monday,February
Greg,2021-02-01,11,Payment related,Y,N,62.0,00:03:57,3.0,237,3.95,Monday,February
Stewart,2021-02-01,11,Admin Support,Y,Y,61.0,00:02:56,5.0,176,2.93,Monday,February
Joe,2021-02-01,12,Technical Support,Y,Y,29.0,00:06:48,5.0,408,6.8,Monday,February
Dan,2021-02-01,12,Contract related,Y,Y,109.0,00:00:52,3.0,52,0.87,Monday,February
Dan,2021-02-01,12,Contract related,Y,Y,52.0,00:05:58,3.0,358,5.97,Monday,February
Dan,2021-02-01,12,Technical Support,Y,Y,117.0,00:04:50,1.0,290,4.83,Monday,February
Martha,2021-02-01,12,Contract related,Y,Y,17.0,00:03:37,3.0,217,3.62,Monday,February
Jim,2021-02-01,12,Streaming,Y,Y,46.0,00:01:47,4.0,107,1.78,Monday,February
Martha,2021-02-01,12,Admin Support,Y,Y,60.0,00:03:43,2.0,223,3.72,Monday,February
Jim,2021-02-01,13,Technical Support,Y,Y,53.0,00:03:29,3.0,209,3.48,Monday,February
Stewart,2021-02-01,13,Payment related,Y,Y,72.0,00:01:22,4.0,82,1.37,Monday,February
Stewart,2021-02-01,13,Payment related,Y,Y,113.0,00:04:54,3.0,294,4.9,Monday,February
Joe,2021-02-01,13,Payment related,Y,Y,51.0,00:02:57,4.0,177,2.95,Monday,February
Jim,2021-02-01,13,Admin Support,Y,Y,99.0,00:01:30,4.0,90,1.5,Monday,February
Dan,2021-02-01,13,Streaming,Y,Y,99.0,00:00:55,2.0,55,0.92,Monday,February
Jim,2021-02-01,13,Streaming,Y,Y,37.0,00:03:02,4.0,182,3.03,Monday,February
Martha,2021-02-01,13,Contract related,Y,Y,115.0,00:01:51,3.0,111,1.85,Monday,February
Martha,2021-02-01,13,Contract related,Y,Y,97.0,00:03:00,5.0,180,3.0,Monday,February
Dan,2021-02-01,13,Contract related,Y,N,87.0,00:06:47,5.0,407,6.78,Monday,February
Becky,2021-02-01,13,Payment related,Y,Y,97.0,00:04:47,1.0,287,4.78,Monday,February
Greg,2021-02-01,13,Streaming,Y,N,119.0,00:01:03,5.0,63,1.05,Monday,February
Diane,2021-02-01,13,Contract related,Y,Y,122.0,00:02:18,3.0,138,2.3,Monday,February
